EP_id,Publications_in_venue,Original_Title,Country_of_Publication,ERIH_PLUS_Disciplines,disc_count
446779,1671,Science & Education,Netherlands,Pedagogical & Educational Research,1
442351,1666,Journal of African History,United Kingdom,History,1
440993,1665,"Government Information Quarterly: an international journal of information technology management, policies, and practices",Netherlands,"Library and Information Science, Interdisciplinary research in the Social Sciences",2
440100,1661,Educational Research,United Kingdom,Pedagogical & Educational Research,1
343358,1660,Journal of Social Policy,United Kingdom,Sociology,1
439847,1660,Deutsche Vierteljahrsschrift für Literaturwissenschaft und Geistesgeschichte (DVJS),Germany,Literature,1
438784,1659,Cahiers d'Etudes Africaines,France,"Anthropology, History",2
443022,1656,Journal of Happiness Studies,Netherlands,"Pedagogical & Educational Research, Psychology",2
341401,1654,Journal of Southern African Studies,United Kingdom,History,1
443091,1650,The Journal of Industrial Economics,United Kingdom,"Business and Management, Economics",2
440621,1650,Feminist Review,United Kingdom,Gender Studies,1
438458,1647,Biology & Philosophy,Netherlands,"History & Philosophy of Science, Philosophy",2
340319,1638,Psychotherapy Research,United Kingdom,Psychology,1
442667,1636,Journal of Computer Assisted Learning,United Kingdom,"Psychology, Pedagogical & Educational Research",2
341529,1630,Journal of Medicine and Philosophy,United Kingdom,"History & Philosophy of Science, Philosophy",2
438800,1628,The Cambridge Law Journal,United Kingdom,Law,1
443696,1628,Journal of Risk Research,United Kingdom,Psychology,1
341137,1622,Human Development,Switzerland,Psychology,1
340261,1620,Review of International Economics,United Kingdom,Human Geography and Urban Studies,1
447578,1618,International Journal of Nautical Archaeology,United Kingdom,Archaeology,1
446389,1618,Religious Studies: An International Journal for the Philosophy of Religion,United Kingdom,Religious Studies and Theology,1
341090,1618,Demographic Research,Germany,Demography,1
429963,1616,Clinical Psychology and Psychotherapy,United Kingdom,Psychology,1
442570,1615,Journal of Child Language,United Kingdom,"Psychology, Linguistics",2
438116,1611,Artificial Intelligence Review,Netherlands,"Linguistics, Psychology",2
442803,1608,Journal of Educational Measurement,United Kingdom,"Pedagogical & Educational Research, Psychology",2
447385,1604,Teaching in Higher Education,United Kingdom,"Pedagogical & Educational Research, Psychology",2
449601,1601,El Profesional de la Informacion,Spain,"Library and Information Science, Media Studies and Communication",2
440403,1600,European Eating Disorders Review,United Kingdom,Psychology,1
447737,1597,Theory & psychology,United Kingdom,Psychology,1
446615,1593,Revue du Nord,France,"History, Archaeology",2
442994,1591,Journal of Geography in Higher Education,United Kingdom,Pedagogical & Educational Research,1
343192,1590,Government and Opposition,United Kingdom,Political Sciences and International Relations,1
475129,1589,International Review of the Red Cross,United Kingdom,Law,1
418687,1588,Philosophical Psychology,United Kingdom,"Philosophy, Psychology",2
413838,1586,Oxford Review of Education,United Kingdom,Pedagogical & Educational Research,1
442795,1586,Journal of Education Policy,United Kingdom,Pedagogical & Educational Research,1
444136,1581,Journalism Studies,United Kingdom,Media Studies and Communication,1
436761,1577,Compare,United Kingdom,Pedagogical & Educational Research,1
448187,1577,World Englishes,United Kingdom,Linguistics,1
445721,1573,Philologus (Berlin),Germany,Classical Studies,1
484327,1573,Archaeological and Anthropological Sciences,Germany,Archaeology,1
438360,1570,Behavioural and Cognitive Psychotherapy,United Kingdom,Psychology,1
440104,1570,Educational studies (Dorchester-on-Thames),United Kingdom,Pedagogical & Educational Research,1
438645,1566,British Journal of Educational Studies,United Kingdom,Pedagogical & Educational Research,1
443216,1562,Journal of Logic and Computation,United Kingdom,Philosophy,1
340919,1560,Acta Sociologica,Denmark,Sociology,1
471814,1556,"Education 3-13: International Journal of Primary, Elementary and Early Years Education",United Kingdom,Pedagogical & Educational Research,1
440277,1553,Environmental Education Research,United Kingdom,Pedagogical & Educational Research,1
437862,1547,Anthropology Today,United Kingdom,Anthropology,1
443976,1546,Journal of the Royal Anthropological Institute,United Kingdom,"Archaeology, Anthropology",2
440620,1546,Feminist Media Studies,United Kingdom,Gender Studies,1
447319,1545,Survey Review,United Kingdom,"Environmental Studies, Human Geography and Urban Studies",2
444565,1537,Mariner's Mirror,United Kingdom,History,1
474725,1531,Journal of Vibroengineering,Lithuania,Science and Technology Studies,1
439801,1530,Dementia,United Kingdom,Psychology,1
444352,1528,Leadership Quarterly,Netherlands,Psychology,1
447259,1524,Studies in Educational Evaluation,United Kingdom,Pedagogical & Educational Research,1
445477,1523,Organization,United Kingdom,Business and Management,1
444885,1522,Mnemosyne: A Journal of Classical Studies,Netherlands,Classical Studies,1
343162,1521,British Journal of Developmental Psychology,United Kingdom,Psychology,1
444279,1519,Langages: Revue internationale des sciences du langage,France,Linguistics,1
448040,1511,Vetus Testamentum (Print),Netherlands,Religious Studies and Theology,1
442191,1508,Interdisciplinary Science Reviews,United Kingdom,"Philosophy, History & Philosophy of Science",2
343595,1507,Scandinavian Journal of Educational Research,United Kingdom,Pedagogical & Educational Research,1
449208,1507,Accounting and Business Research,United Kingdom,Business and Management,1
340467,1502,Feminism and Psychology,United Kingdom,"Psychology, Gender Studies",2
439024,1499,Child & Family Social Work,United Kingdom,"Sociology, Interdisciplinary research in the Social Sciences",2
439916,1495,Discourse: Studies in the Cultural Politics of Education,United Kingdom,Pedagogical & Educational Research,1
443153,1494,"Journal of international financial markets, institutions, and money",Netherlands,"Business and Management, Economics",2
447678,1493,The Southern Journal of Philosophy,"United Kingdom, United States",Philosophy,1
444298,1492,Language Sciences,United Kingdom,Linguistics,1
444350,1490,Leadership & Organization Development Journal,United Kingdom,Psychology,1
441768,1488,International Journal of Bilingual Education and Bilingualism,United Kingdom,"Linguistics, Pedagogical & Educational Research",2
479800,1487,Komunikácie - vedecké listy Žilinskej univerzity v Žiline,Slovakia,"Business and Management, Science and Technology Studies, Environmental Studies, Interdisciplinary research in the Social Sciences",4
441909,1484,International Journal of Lifelong Education,United Kingdom,Pedagogical & Educational Research,1
470449,1480,Language Resources and Evaluation,Netherlands,Linguistics,1
340512,1480,Ethnos,United Kingdom,Anthropology,1
439803,1479,Democratization,United Kingdom,Political Sciences and International Relations,1
441187,1479,Historical Research,United Kingdom,History,1
445149,1477,Neuropsychological Rehabilitation,United Kingdom,Psychology,1
444357,1474,Learning and Instruction,Netherlands,"Psychology, Pedagogical & Educational Research",2
439148,1473,Clinical Child Psychology and Psychiatry,United Kingdom,Psychology,1
449234,1470,International Journal of Advertising: the review of marketing communications,United Kingdom,Business and Management,1
446207,1470,Psychology of Music,United Kingdom,Musicology,1
343284,1466,Review of International Studies,United Kingdom,Political Sciences and International Relations,1
439578,1461,Critical Perspectives on Accounting,Netherlands,"Business and Management, Economics",2
441562,1459,Industrial and Corporate Change,United Kingdom,"Business and Management, Economics",2
445893,1457,Poetics,Netherlands,Literature,1
443053,1456,Journal of Historical Geography,United Kingdom,History,1
437924,1454,Applied Linguistics,United Kingdom,"Linguistics, Pedagogical & Educational Research",2
426353,1453,The Journal of Ecclesiastical History,United Kingdom,"Religious Studies and Theology, History",2
442384,1445,Journal of American Studies,United Kingdom,"Cultural Studies, History",2
343044,1443,Comparative Education,United Kingdom,Pedagogical & Educational Research,1
491473,1443,Current Opinion in Psychology,Netherlands,Psychology,1
340179,1441,Social Networks,Netherlands,"Anthropology, Sociology",2
439224,1436,Cognitive development,United Kingdom,Psychology,1
478547,1436,ZDM: Mathematics Education,Germany,Pedagogical & Educational Research,1
439848,1430,Deutsche Zeitschrift für Philosophie,Germany,Philosophy,1
438652,1430,British Journal of Management,United Kingdom,Psychology,1
445742,1430,Philosophy & Social Criticism,United Kingdom,Philosophy,1
341399,1428,International Small Business Journal,United Kingdom,"Business and Management, Economics",2
470667,1427,Body image,Netherlands,Psychology,1
339792,1421,Zeitschrift für Romanische Philologie,Germany,Linguistics,1
341125,1419,School Psychology International,United Kingdom,Psychology,1
442690,1418,Journal of Consumer Psychology,Netherlands,Psychology,1
448060,1416,Visual Cognition,United Kingdom,Psychology,1
339711,1415,Journal of Contemporary Asia,United Kingdom,History,1
475653,1415,The Spanish Journal of Psychology,Spain,Psychology,1
444250,1412,Labor History,United Kingdom,History,1
440843,1411,Gender and Education,United Kingdom,"Psychology, Gender Studies, Pedagogical & Educational Research",3
342018,1409,European Sociological Review,United Kingdom,Sociology,1
415410,1409,Experimental Aging Research,United Kingdom,Psychology,1
446217,1404,Psychotherapeut (Berlin),Germany,Psychology,1
440848,1404,"Gender, Work & Organization",United Kingdom,"Psychology, Gender Studies",2
470662,1401,Revue française de pédagogie,France,Pedagogical & Educational Research,1
479186,1398,Ecosystem Services,Netherlands,"Environmental Studies, Human Geography and Urban Studies",2
477956,1398,Archives de Sciences Sociales des Religions,France,"History, Anthropology, Religious Studies and Theology",3
446232,1396,Public Understanding of Science,United Kingdom,History & Philosophy of Science,1
437346,1395,Advances in Health Sciences Education,Netherlands,Pedagogical & Educational Research,1
436183,1394,Archives of Natural History,United Kingdom,History & Philosophy of Science,1
442794,1394,Journal of Education for Teaching,United Kingdom,Pedagogical & Educational Research,1
342708,1391,European Journal of Psychology of Education,Netherlands,"Pedagogical & Educational Research, Psychology",2
441827,1391,International Journal of Educational Management,United Kingdom,Pedagogical & Educational Research,1
444190,1390,Klio : Beiträge zur alten Geschichte,Germany,"History, Classical Studies",2
