OC_omid,issn,EP_id,Publications_in_venue,Open Access
69028894,"['1350-6285', '1464-0716']",448060,1416,Unknown
616038978,"['1752-7554', '0047-2336']",339711,1415,Unknown
68046329,"['1988-2904', '1138-7416']",475653,1415,Unknown
625040471,"['0023-656X', '1469-9702']",444250,1412,Unknown
613010068,"['0954-0253', '1360-0516']",440843,1411,Unknown
616010294,"['1468-2672', '0266-7215']",342018,1409,Unknown
623018318,"['0361-073X', '1096-4657']",415410,1409,Unknown
68056174,"['0935-6185', '1432-2080']",446217,1404,Unknown
67015459,"['1468-0432', '0968-6673']",440848,1404,Unknown
623030288,"['2105-2913', '0556-7807']",470662,1401,Unknown
62203930,['2212-0416'],479186,1398,Unknown
69023124,"['0335-5985', '0003-9659', '1777-5825']",477956,1398,Unknown
61708573,"['1361-6609', '0963-6625']",446232,1396,Unknown
618054720,"['1382-4996', '1573-1677']",437346,1395,Unknown
617020065,"['0260-9541', '1755-6260']",436183,1394,Unknown
617020047,"['1360-0540', '0260-7476']",442794,1394,Unknown
624057519,"['1878-5174', '0256-2928']",342708,1391,Unknown
61501263,['0951-354X'],441827,1391,Unknown
613020129,"['0075-6334', '2192-7669']",444190,1390,Unknown
626019725,"['1367-6261', '1469-9680']",339774,1390,Unknown
61501108,"['1059-0145', '1573-1839']",443712,1390,Unknown
615016908,"['1743-937X', '0140-2390']",443796,1388,Unknown
63046713,"['0305-7240', '1465-3877']",443357,1388,Unknown
615015497,"['0950-2386', '1466-4348']",340618,1383,Unknown
624023288,['0142-5455'],449614,1381,Unknown
62036167,"['1471-9037', '1471-9045']",425072,1378,Unknown
68019913,"['1470-1197', '1464-9365']",446989,1374,Unknown
624039412,['0887-6045'],443724,1374,Unknown
625022910,['0142-694X'],439838,1371,Unknown
616036157,"['0066-7374', '1467-9264']",446041,1365,Unknown
622039800,"['1777-5469', '0037-8984']",481694,1363,Unknown
6201222,"['1474-0591', '1356-1863']",483076,1361,Unknown
62013124,"['0937-2032', '1439-1058']",445983,1355,Unknown
6302585,['0167-8116'],433460,1355,Unknown
625030280,"['0167-482X', '1743-8942']",340582,1352,Unknown
61058474,"['0079-497X', '2050-2729']",446078,1347,Unknown
616015301,"['0026-1068', '1467-9973']",444781,1345,Unknown
621016701,"['1468-2842', '0007-0904']",341993,1340,Unknown
612046978,"['1573-7853', '0304-2421']",447744,1339,Unknown
61023640,"['0048-721X', '1096-1151']",446381,1339,Unknown
67064147,"['1552-8294', '0049-1241']",339890,1338,Unknown
62402789,"['0171-6468', '1436-6304']",445493,1337,Unknown
626076583,['0885-2308'],439405,1337,Unknown
65042038,"['1465-3435', '0141-8211']",341479,1336,Unknown
63032641,"['1099-0984', '0890-2070']",412107,1334,Unknown
65023990,['0249-7638'],482076,1333,Unknown
66049814,"['0020-5230', '1573-1790', '0826-4805']",441688,1333,Unknown
614061091,"['0261-4367', '1466-4496']",340841,1332,Unknown
62401209,"['1467-9507', '0961-205X']",446994,1330,Unknown
62509619,"['1573-3270', '1090-0586', '0363-3586']",437943,1324,Unknown
615024066,"['1468-4373', '0022-5045']",443929,1324,Unknown
62201056,"['1743-1301', '0031-0328']",445564,1324,Unknown
611062097,['0927-5398'],442829,1323,Unknown
66025521,['0957-8234'],442796,1323,Unknown
61201047,"['0361-6843', '1471-6402']",446209,1318,Unknown
65022823,"['0952-9136', '1099-0852']",341053,1315,Unknown
62047780,"['1432-1475', '0933-1433']",340860,1311,Unknown
613021468,"['1607-8888', '1025-3890']",447197,1309,True
62025613,"['1363-4607', '1461-7382']",416744,1306,Unknown
623020237,"['2044-8317', '0007-1102']",438653,1304,Unknown
625016787,"['0305-764X', '1469-3577']",438799,1302,Unknown
612021784,"['1464-3618', '0165-1587']",440506,1296,Unknown
63046642,"['0305-5736', '1470-8442']",445903,1295,Unknown
618040382,"['1478-1913', '0027-4909']",447632,1293,Unknown
612014919,"['0004-9441', '2050-5884']",438270,1291,Unknown
625024469,"['1461-703X', '0261-0183']",340594,1291,Unknown
64050631,"['0068-2454', '2045-2403']",437815,1291,Unknown
62030336,"['0020-8590', '1469-512X']",442110,1290,Unknown
66028487,"['0143-831X', '1461-7099']",340935,1289,Unknown
612050136,"['0036-9306', '1475-3065']",446818,1287,Unknown
621013855,['0952-6862'],474814,1285,Unknown
68016791,"['1052-9284', '1099-1298']",339933,1285,Unknown
619023665,"['0007-0874', '1474-001X']",438636,1285,Unknown
617012735,"['2044-8287', '1359-107X']",438649,1280,Unknown
621034079,"['0017-3835', '1477-4550']",441010,1279,Unknown
615019547,"['1460-373X', '0192-5121']",442088,1278,Unknown
626015489,['1478-0542'],479850,1274,Unknown
68016727,"['1478-9698', '0922-1565']",444378,1272,Unknown
67021521,"['1573-1952', '0020-4277']",441657,1269,Unknown
61501318,['0951-3574'],498987,1269,Unknown
61206669,"['0190-9320', '1573-6687']",342844,1267,Unknown
616064781,"['0163-4445', '1467-6427']",442921,1267,Unknown
63022574,"['1360-4813', '1470-3629']",439102,1266,Unknown
61051419,"['1469-2872', '0002-0184']",437437,1260,Unknown
62040250,"['1651-2308', '0039-3274']",341069,1258,Unknown
61501998021,['0165-0750'],439272,1258,Unknown
612038264,"['0968-8080', '1460-9576']",446411,1255,True
618025664,"['1578-4126', '0210-3702']",436042,1254,Unknown
67020072,"['1464-0627', '0264-3294']",439227,1253,Unknown
618061294,"['1464-5327', '0144-1647']",447874,1252,Unknown
62607207,"['1469-5766', '0308-5147']",440068,1252,Unknown
616063255,"['0264-6838', '1469-672X']",340665,1248,Unknown
626025688,"['1469-1841', '1366-7289']",438401,1244,Unknown
6202735,"['1034-912X', '1465-346X']",441821,1241,Unknown
614061217,"['1477-2744', '1068-316X']",446201,1241,Unknown
625051464,"['2213-4379', '0006-2294']",342304,1240,True
622023961,"['2076-8435', '0039-7946']",476429,1237,Unknown
616012706,"['1745-6924', '1745-6916']",477589,1232,Unknown
63017617,"['1746-8361', '0012-2017']",439875,1229,True
61908649,"['1386-7423', '1572-8633']",410791,1228,Unknown
66064001,"['1569-9978', '0378-4177']",341264,1228,Unknown
62013183,['1751-1577'],476953,1227,Unknown
61032597,"['1532-2998', '1532-3005']",415406,1226,Unknown
626047153,['0271-5309'],444283,1224,Unknown
622029393,['0278-4165'],343636,1223,Unknown
616058750,"['0223-5102', '1724-2134']",444748,1223,Unknown
62050349,"['1470-3610', '1352-7258']",441470,1221,Unknown
623014133,"['1467-8683', '0964-8410']",439531,1221,Unknown
614039698,"['1386-7415', '1573-1200', '0167-9902', '0166-2031']",341566,1220,Unknown
68057242,"['0424-2084', '2059-0644']",482328,1219,Unknown
63014553,"['1469-8129', '1354-5078']",414971,1218,Unknown
614024962,"['0267-3231', '1460-3705']",342677,1217,Unknown
623038512,"['0039-3746', '1573-191X']",447273,1216,Unknown
69039192,"['1745-5308', '0014-5246']",440593,1215,Unknown
61604762,"['2101-0064', '0046-2616']",440367,1212,Unknown
626048716,"['1367-0751', '1368-9894']",444477,1210,Unknown
64058486,"['0042-0972', '1573-1960']",447694,1209,Unknown
61401328,['1741-4113'],481249,1208,Unknown
614014060,"['1434-663X', '1862-5215']",468741,1208,Unknown
614036686,"['0018-2648', '1468-229X']",441197,1204,Unknown
69045368,"['0023-1940', '2051-6177']",483933,1204,Unknown
612038309,"['1466-4526', '0969-2290']",446488,1199,Unknown
621013767,"['0952-3383', '1467-8578']",438666,1198,Unknown
69044143,"['0026-4695', '1573-1871']",444862,1197,Unknown
621065960,"['1469-591X', '0885-6257']",340032,1195,Unknown
64042021,"['0952-1895', '1468-0491']",340165,1195,Unknown
626076520,['1747-9991'],475513,1194,Unknown
62304107,"['1617-6278', '0939-6314']",341925,1193,Unknown
62607331,"['0308-6534', '1743-9329']",443088,1193,Unknown
622020871,"['1234-981X', '1474-0575', '1062-7987']",342092,1193,Unknown
612041379,"['0021-2237', '2047-9336']",479641,1192,Unknown
626057029,"['1572-851X', '0163-8548']",441281,1189,Unknown
621043683,"['1469-8676', '0964-0282']",343478,1188,True
624018518,"['1572-8447', '1386-2820']",440356,1187,Unknown
622036191,['1090-9516'],444116,1184,Unknown
62502494,"['1468-0378', '0966-8373']",440474,1184,Unknown
614015577,['0268-3946'],443250,1184,Unknown
61601814,"['0951-5224', '1468-2273']",441152,1183,Unknown
621020922,"['0963-8180', '1468-4497']",339799,1175,Unknown
622010075,['0960-0035'],441974,1174,Unknown
619036534,"['1476-7392', '1606-6359']",437277,1171,Unknown
614020571,"['1743-9590', '1466-0970']",446988,1171,Unknown
613010113,"['1470-1243', '1357-3322']",413958,1168,Unknown
613039211,"['1755-2567', '0040-5825']",340433,1166,Unknown
65028110,"['1058-4609', '1091-7675']",445919,1165,Unknown
67062797,"['0005-8076', '1865-9373']",343024,1163,Unknown
621066107,['1066-2243'],442140,1156,Unknown
616025572,"['1474-0567', '0266-0784']",440255,1156,Unknown
65029306,"['1477-4569', '1363-3554']",441217,1156,Unknown
65025218,"['0952-6951', '1461-720X']",441215,1153,Unknown
68016897,"['1053-1858', '1477-9803']",443629,1149,Unknown
626025745,"['1359-432X', '1464-0643']",440491,1147,Unknown
617014202,"['1362-1025', '1469-3593']",439101,1147,Unknown
64034320,"['1753-8556', '0021-8286']",481595,1146,Unknown
61901314,"['0747-4938', '1532-4168']",440047,1144,Unknown
618040017,"['1477-4631', '0027-4224']",444994,1144,Unknown
68067345,"['0703-6337', '1477-2280']",442889,1143,Unknown
61038878,"['1744-8581', '0024-2160']",444403,1143,Unknown
61902910,['0014-3855'],440541,1140,Unknown
626021187,['0732-118X'],445184,1138,Unknown
61108050,"['0967-2567', '1469-5936']",440488,1133,Unknown
612024725,"['1544-8444', '1544-8452']",469991,1129,Unknown
619029398,"['2163-2049', '1053-8372', '1042-7716', '1469-9656']",486042,1129,Unknown
614014088,"['0950-0804', '1467-6419']",442786,1129,Unknown
69010177,['1094-2025'],446476,1126,Unknown
614017966,"['0022-216X', '1469-767X']",443192,1125,Unknown
618030091,"['1477-2205', '1061-5806']",437881,1125,Unknown
612011827,"['0016-1128', '1468-2931']",440785,1125,Unknown
68019917,"['1465-0045', '1557-3028']",440925,1125,Unknown
617021404,['0911-6044'],411882,1123,Unknown
614015357,"['1468-0017', '0268-1064']",444850,1121,Unknown
65030534,"['0021-8308', '1468-5914']",343590,1119,Unknown
621020836,"['1470-3297', '1470-3300']",441638,1118,Unknown
625025662,"['0021-9894', '1741-6442']",442635,1117,Unknown
611055698,"['0046-760X', '1464-5130']",441202,1116,Unknown
69048125,"['1743-0178', '0035-9149']",445281,1116,Unknown
621034291,"['0302-5160', '1569-9781']",419281,1116,Unknown
6705638,"['0011-1562', '1467-8705']",439580,1116,Unknown
624031686,"['0167-7411', '1572-8749']",447799,1114,Unknown
61707093,['0265-1335'],442077,1114,Unknown
626051113,['1610-1928'],437156,1112,Unknown
69048261,['0035-0818'],446574,1106,Unknown
625034310,"['1109-4028', '1756-1108']",481085,1104,Unknown
61018380,"['0044-2216', '0925-4560', '1572-8587']",340784,1103,Unknown
618025471,"['0022-5363', '1573-0492']",444065,1101,Unknown
62011697,"['0261-9768', '1469-5928']",340024,1100,Unknown
624015354,"['1744-4136', '0929-7049']",439033,1098,Unknown
622059021,"['1572-8110', '1381-2416']",442028,1098,Unknown
621049206,"['0007-4640', '1775-3821']",438702,1097,Unknown
6707162,"['1465-3869', '0958-9236']",442981,1096,Unknown
6707159,"['1744-3210', '0958-8221']",439383,1096,Unknown
625038101,"['0811-1146', '1476-7244']",447984,1095,Unknown
61708548,"['2044-8325', '0963-1798']",443443,1093,Unknown
64050630,"['0068-113X', '1753-5352']",484384,1093,Unknown
62014345,"['1470-1278', '1354-0602']",447379,1091,Unknown
623030263,"['0765-0752', '1777-5418']",490024,1090,Unknown
62405601,"['1050-9585', '1740-4657']",440512,1089,Unknown
616010317,"['0266-7363', '1469-5839']",440098,1089,Unknown
624051648,"['1748-121X', '0261-3875']",493447,1079,Unknown
62302452,"['1469-3526', '0960-8788']",438635,1077,Unknown
62014414,"['1468-3156', '1354-4187']",438651,1074,Unknown
618050571,"['1470-1316', '1084-8770']",340138,1074,Unknown
621020861,"['0957-9664', '1471-2857']",438921,1073,Unknown
611045999,"['1871-1510', '1871-1502']",470867,1071,Unknown
68042406,"['0022-8877', '1613-1134']",341722,1069,Unknown
6602865,"['0022-4634', '1474-0680']",443767,1068,Unknown
618040016,"['0027-2671', '1961-8646']",444348,1068,Unknown
64010589,"['0969-725X', '1469-2899']",437687,1066,Unknown
68013211,['1570-677X'],468256,1064,Unknown
64037205,"['1988-3293', '1134-3478']",480485,1062,True
61401316,"['1741-1440', '1741-1432']",440092,1061,Unknown
62304292,"['1573-1847', '1046-560X']",443713,1060,Unknown
619026396,"['1469-9923', '1356-3467']",342781,1059,Unknown
621031278,"['0008-8994', '1600-0498']",438947,1058,Unknown
62036131,"['1741-3109', '1468-7941']",446264,1056,Unknown
614014085,"['1747-7581', '0950-0782']",444287,1056,Unknown
614037286,['1278-3366'],439743,1056,True
6202777,"['1035-0772', '2049-7776']",485583,1055,Unknown
67030246,"['1357-650X', '1464-0678']",444318,1054,Unknown
61025103,"['1369-801X', '1469-929X']",442146,1053,Unknown
6504126,"['1464-5300', '1364-5579']",442022,1053,Unknown
61041751,"['1573-322X', '0893-4282', '1187-7863']",442358,1052,Unknown
614022124,"['1573-0387', '0022-5010']",443924,1052,Unknown
68033440,"['1588-2810', '0324-4652']",445085,1050,Unknown
624018717,"['1727-7051', '1810-5467']",475630,1043,True
65025131,"['1460-3551', '1367-5494']",341525,1043,Unknown
618054724,"['1382-5585', '1744-4128']",427055,1041,Unknown
63031208,"['0021-0889', '2053-4744']",481582,1038,Unknown
617014207,"['1362-1688', '1477-0954']",444301,1038,Unknown
618043442,"['1872-4353', '1176-7529']",468887,1037,Unknown
62505143,"['0037-9174', '1957-7842']",481695,1036,True
614019257,['1363-951X'],445901,1035,Unknown
612060674,"['0923-7992', '1573-708X']",445415,1033,Unknown
624051582,"['0027-7738', '1756-2279']",445024,1031,True
62041671,"['0031-8388', '1423-0321']",445756,1031,Unknown
69045447,"['1350-293X', '1752-1807']",468711,1028,Unknown
65050584,"['1753-2167', '0957-1736']",444295,1026,Unknown
611027963,"['0392-1921', '1467-7695']",439909,1025,Unknown
61606179,['1359-8546'],447297,1025,Unknown
613036561,"['0018-1196', '1468-2265']",441139,1025,Unknown
67031569,"['0742-5627', '0361-6851', '1573-1758']",441641,1023,Unknown
622014254,"['1740-3863', '0952-8733']",343541,1023,Unknown
61034376,['1626-0252'],473542,1023,True
615033768,"['0042-6032', '1570-0720']",448048,1022,Unknown
61052814,['1355-2198'],447266,1020,Unknown
69045573,"['1464-5114', '0898-5626']",343416,1017,Unknown
612028793,"['1478-9949', '1478-9957']",442959,1013,Unknown
646044425,"['1474-0095', '0261-1430']",342114,1011,Unknown
61601922,"['0162-9778', '1751-7877']",415725,1010,Unknown
623014165,"['1468-2389', '0965-075X']",426559,1010,Unknown
62601057427,"['1467-2235', '1467-2227']",440257,1005,Unknown
6260208737,"['1864-449X', '1868-9027', '0007-7704']",438770,1005,Unknown
626048743,"['1776-2944', '1155-3219']",482930,1002,Unknown
62502032916,"['0003-9756', '1474-0583']",438031,1002,Unknown
6402155712,"['0951-631X', '1477-4666']",446999,1002,Unknown
6110118312,"['0030-9230', '1477-674X']",445542,1002,Unknown
62102395498,['0304-3479'],446719,1002,Unknown
6902061989,"['1680-4333', '1682-0983']",474425,1002,Unknown
61701930635,"['0306-1078', '1741-7260']",440012,1001,Unknown
62401719701,['1477-7266'],443030,1000,Unknown
617021494,"['1522-7227', '1522-7219']",441578,1000,Unknown
61902074338,"['2104-3752', '0755-7809']",480076,997,True
6401032267,"['1461-6688', '1470-1340']",447809,996,Unknown
6190664314,"['1573-1804', '0957-7572']",442040,996,Unknown
62501897967,['0033-2097'],476159,993,Unknown
6101227013,"['1470-1553', '1060-1503']",448043,993,Unknown
690286477,"['1547-3384', '1070-289X']",343035,991,Unknown
6401434702,"['0021-8499', '1740-1909']",341229,991,Unknown
61305648,['1751-9004'],475654,990,Unknown
6180506631,"['1957-7958', '0048-8593']",343591,987,Unknown
6702225067,['0770-2817'],444308,987,Unknown
630735756,"['0301-8121', '1540-6253']",442577,987,Unknown
6901324239,['0278-4254'],442331,986,Unknown
624050520,"['1899-3192', '2392-0041']",498953,983,Unknown
61602222468,"['0265-5322', '1477-0946']",444302,983,Unknown
63022581,"['1360-6441', '1467-9841']",443752,981,Unknown
622026612,"['1461-7013', '0907-5682']",340457,980,Unknown
670148600,"['1035-0330', '1470-1219']",447015,979,Unknown
61702809745,"['0920-427X', '1572-8374']",438070,979,Unknown
640961072,"['1363-6820', '1747-5090']",444096,978,Unknown
623024265,"['1464-5092', '1360-3124']",441904,976,Unknown
670827117,"['1572-8684', '0020-7047']",441736,974,Unknown
62402020428,"['2044-0014', '0075-4390']",444002,972,Unknown
69025522,"['1748-8583', '0954-5395']",436041,972,Unknown
6202344844,"['2029-4433', '1611-1699']",474636,968,True
61301802505,"['1366-8250', '1469-9532']",443128,968,Unknown
638030519,"['0749-4467', '1477-2256']",439487,967,Unknown
61802036969,"['0003-9519', '1432-0657']",438020,964,Unknown
61302165270,['1871-1871'],470750,961,Unknown
61301174625,"['1473-3277', '1473-3285']",424232,960,Unknown
6901606433,"['0759-6340', '2107-0946']",482452,959,Unknown
650148069,"['1573-0859', '0167-806X']",445050,958,Unknown
61903085745,"['0907-676X', '1747-6623']",445671,957,Unknown
61102760544,"['0022-1791', '1573-0395']",341304,957,Unknown
61601992919,"['1464-5335', '0267-8373']",343382,953,Unknown
6130413036,"['1740-7931', '0141-6200']",342752,952,Unknown
65025150,"['1741-2722', '1461-9571']",440415,951,Unknown
61802449058,"['1573-1693', '0045-6713']",439040,951,Unknown
6203561304,"['0141-0423', '1467-9817']",443688,950,Unknown
6210978253,"['0066-2062', '1776-2774']",449209,950,Unknown
670114261,"['2272-7639', '0031-0387']",445566,949,True
61802073651,"['0755-7256', '1955-270X']",484410,948,Unknown
6801677059,"['1747-4965', '0332-3315']",476427,948,Unknown
6190567914,"['0158-7919', '1475-0198']",439940,948,Unknown
61601341836,['1474-9041'],440404,947,Unknown
62401312534,"['1758-6631', '0020-8582']",442104,947,Unknown
6180423927,"['1387-2842', '0025-1534', '1573-1103']",439496,947,Unknown
61301363563,"['1754-9515', '1754-9507']",475158,947,Unknown
690428775,"['0141-982X', '1467-9639']",447389,946,Unknown
62101801239,"['1367-0069', '1756-6878']",441769,945,Unknown
6170748111,['1053-4822'],441278,945,Unknown
62603067596,"['0264-3758', '1468-5930']",442427,944,Unknown
62050732,"['1952-403X', '0003-4436']",437749,943,Unknown
6203022429,"['1664-2880', '1422-4917']",448274,942,Unknown
